content;seq_lengths;tags;subsent_nb
#315曝光台#【苹果数据线被指容易脱皮：售后称检测后方可换】多名消费者反映，称自己使用的iPhone、iPad数据线频繁出现开胶、脱皮等情况。调查发现，iPhone原装数据线价格在百元以上，使用用不到几个月，打结、脱皮现象比较普遍。用户使用时要多加小心。详细：http://t.cn/Rwkpws0<>说得好听，拿去换的时候肯定会说人为的;150,18;1,0;2
#315曝光台#【苹果数据线被指容易脱皮：售后称检测后方可换】多名消费者反映，称自己使用的iPhone、iPad数据线频繁出现开胶、脱皮等情况。调查发现，iPhone原装数据线价格在百元以上，使用用不到几个月，打结、脱皮现象比较普遍。用户使用时要多加小心。详细：http://t.cn/Rwkpws0<>耳机也容易坏阿[懒得理你];150,13;1,0;2
#315曝光台#【苹果数据线被指容易脱皮：售后称检测后方可换】多名消费者反映，称自己使用的iPhone、iPad数据线频繁出现开胶、脱皮等情况。调查发现，iPhone原装数据线价格在百元以上，使用用不到几个月，打结、脱皮现象比较普遍。用户使用时要多加小心。详细：http://t.cn/Rwkpws0<>从4到6的数据线都是一个德性;150,14;1,0;2
#315曝光台#【苹果数据线被指容易脱皮：售后称检测后方可换】多名消费者反映，称自己使用的iPhone、iPad数据线频繁出现开胶、脱皮等情况。调查发现，iPhone原装数据线价格在百元以上，使用用不到几个月，打结、脱皮现象比较普遍。用户使用时要多加小心。详细：http://t.cn/Rwkpws0<>我的也是;150,4;1,0;2
#315曝光台#【苹果数据线被指容易脱皮：售后称检测后方可换】多名消费者反映，称自己使用的iPhone、iPad数据线频繁出现开胶、脱皮等情况。调查发现，iPhone原装数据线价格在百元以上，使用用不到几个月，打结、脱皮现象比较普遍。用户使用时要多加小心。详细：http://t.cn/Rwkpws0<>我的昨天又坏了一个 细的那边打折就容易接触不良 我现在包的胖胖的;150,32;1,0;2
#315曝光台#【俏江南被曝或违规销售 有机食品没标签遭质疑】有消费者不惜花费比普通食品高出几倍的价格购买有机食品。近日，打假人士杨鸿爆料称，知名连锁餐饮企业俏江南的一些门店中，正销售一种自称是有机食品的五谷礼盒。但这些礼盒上并没有有机食品认证标志，质疑其违规销售。http://t.cn/RwFBqmL<>无良商家[弱][弱][弱];152,13;1,0;2
#315曝光台#【俏江南被曝或违规销售 有机食品没标签遭质疑】有消费者不惜花费比普通食品高出几倍的价格购买有机食品。近日，打假人士杨鸿爆料称，知名连锁餐饮企业俏江南的一些门店中，正销售一种自称是有机食品的五谷礼盒。但这些礼盒上并没有有机食品认证标志，质疑其违规销售。http://t.cn/RwFBqmL<>比起这个我更关心有些商家昧着良心添加各种东西;152,22;1,1;2
#315曝光台#【俏江南被曝或违规销售 有机食品没标签遭质疑】有消费者不惜花费比普通食品高出几倍的价格购买有机食品。近日，打假人士杨鸿爆料称，知名连锁餐饮企业俏江南的一些门店中，正销售一种自称是有机食品的五谷礼盒。但这些礼盒上并没有有机食品认证标志，质疑其违规销售。http://t.cn/RwFBqmL<>韩束墨菊巨补水五件套，一叶子补水面膜，采妮诗排毒面膜，中华神皂，黛莱美洗面奶，黛莱美蓝莓面膜，采妮诗眼霜。粉底液应有尽有，正品低价，需要联系我哦！;152,73;1,1;2
#315曝光台#【俏江南被曝或违规销售 有机食品没标签遭质疑】有消费者不惜花费比普通食品高出几倍的价格购买有机食品。近日，打假人士杨鸿爆料称，知名连锁餐饮企业俏江南的一些门店中，正销售一种自称是有机食品的五谷礼盒。但这些礼盒上并没有有机食品认证标志，质疑其违规销售。http://t.cn/RwFBqmL<>#315曝菏泽移动#  我是山东菏泽的一个移动宽带用户，我当时办理的时候，一次性交了一年的宽带费用480块钱，中间经常上不去，后来才知道，是因为手机停机造成的上不去网，当时办理的时候并没有告诉我做了业务融合。擅自更改我的业务，这事怎么办。我都10086反应了一年了@中国移动 @中国移动山东10086;152,150;1,0;2
#315曝光台#【俏江南被曝或违规销售 有机食品没标签遭质疑】有消费者不惜花费比普通食品高出几倍的价格购买有机食品。近日，打假人士杨鸿爆料称，知名连锁餐饮企业俏江南的一些门店中，正销售一种自称是有机食品的五谷礼盒。但这些礼盒上并没有有机食品认证标志，质疑其违规销售。http://t.cn/RwFBqmL<>各种食品问题。。;152,8;1,0;2
#315曝光台#【俏江南被曝或违规销售 有机食品没标签遭质疑】有消费者不惜花费比普通食品高出几倍的价格购买有机食品。近日，打假人士杨鸿爆料称，知名连锁餐饮企业俏江南的一些门店中，正销售一种自称是有机食品的五谷礼盒。但这些礼盒上并没有有机食品认证标志，质疑其违规销售。http://t.cn/RwFBqmL<>@王思聪;152,4;1,1;2
#315曝光台#【美容医疗机构整形用假药 年赚2000万】不足十五平的手术室内，一名“医生”在“护士”协助下，边为患者实施面部美容手术，边对六名未着任何消毒防护服装的受训人员授课。而手术所用美白针等药品(械)，涉嫌造假，据悉，该美容医疗机构整形用假药，一年获利2000余万。http://t.cn/RAhubfj<>太恐怖了;156,4;0,0;2
#315曝光台#【美容医疗机构整形用假药 年赚2000万】不足十五平的手术室内，一名“医生”在“护士”协助下，边为患者实施面部美容手术，边对六名未着任何消毒防护服装的受训人员授课。而手术所用美白针等药品(械)，涉嫌造假，据悉，该美容医疗机构整形用假药，一年获利2000余万。http://t.cn/RAhubfj<>您好！河北廊坊的传销窝猖狂！当地警方都没人管！我弟弟刚上大学寒假别人骗到此地！当地警方不管 怎么办？通过贴吧求助发现很多家长都在找孩子!希望能得到重视我该怎么做？;156,81;0,0;2
#315曝光台#【美容医疗机构整形用假药 年赚2000万】不足十五平的手术室内，一名“医生”在“护士”协助下，边为患者实施面部美容手术，边对六名未着任何消毒防护服装的受训人员授课。而手术所用美白针等药品(械)，涉嫌造假，据悉，该美容医疗机构整形用假药，一年获利2000余万。http://t.cn/RAhubfj<>美（hui）容？;156,8;0,0;2
#315曝光台#【美容医疗机构整形用假药 年赚2000万】不足十五平的手术室内，一名“医生”在“护士”协助下，边为患者实施面部美容手术，边对六名未着任何消毒防护服装的受训人员授课。而手术所用美白针等药品(械)，涉嫌造假，据悉，该美容医疗机构整形用假药，一年获利2000余万。http://t.cn/RAhubfj<>太危险了;156,4;0,0;2
#315曝光台#【美素佳儿奶粉被诉有活虫】“我朋友孩子喝了美素佳儿奶粉后发烧，上吐下泻，后来我们发现奶粉里竟有一条黑色活虫。”消费者称，“奶粉罐中，虫子浑身被奶粉包裹住，还有触角，不停蠕动。”消费者质疑奶粉存质量问题，经销商回应，虫子无法存活，存放不当导致。详细：http://t.cn/RAZ3hcW<>不可能有活虫，这是常识问题。要么注意开封以后保存，要么就是遇到娃哈哈类似问题。[思考];151,43;1,2;2
#315曝光台#【美素佳儿奶粉被诉有活虫】“我朋友孩子喝了美素佳儿奶粉后发烧，上吐下泻，后来我们发现奶粉里竟有一条黑色活虫。”消费者称，“奶粉罐中，虫子浑身被奶粉包裹住，还有触角，不停蠕动。”消费者质疑奶粉存质量问题，经销商回应，虫子无法存活，存放不当导致。详细：http://t.cn/RAZ3hcW<>活虫应该与产品本身没关;151,11;1,2;2
#315曝光台#【美素佳儿奶粉被诉有活虫】“我朋友孩子喝了美素佳儿奶粉后发烧，上吐下泻，后来我们发现奶粉里竟有一条黑色活虫。”消费者称，“奶粉罐中，虫子浑身被奶粉包裹住，还有触角，不停蠕动。”消费者质疑奶粉存质量问题，经销商回应，虫子无法存活，存放不当导致。详细：http://t.cn/RAZ3hcW<>哈哈 好顽强的虫子 这些脑残家长也教不出什么高智慧的孩子 还是喝国产奶粉去吧;151,38;1,1;2
#315曝光台#【广州抽检3成皮具箱包不合格 Gucci等大牌上黑榜】Gucci(古驰)、Prada、adidas、OIWAS爱华仕、CONVERSE(匡威)……爱买包的“血拼族”注意了，名牌奢侈品也不合格！昨日，广州市工商局公布箱包皮具抽检情况，41批次不合格箱包皮具被曝光，其中不乏各类知名“大牌”。 http://t.cn/RAyIFym<>[弱][弱][弱][话筒];172,13;0,0;2
#315曝光台#【广州抽检3成皮具箱包不合格 Gucci等大牌上黑榜】Gucci(古驰)、Prada、adidas、OIWAS爱华仕、CONVERSE(匡威)……爱买包的“血拼族”注意了，名牌奢侈品也不合格！昨日，广州市工商局公布箱包皮具抽检情况，41批次不合格箱包皮具被曝光，其中不乏各类知名“大牌”。 http://t.cn/RAyIFym<>罚款才是硬道理！;172,8;0,0;2
#315曝光台#【广州抽检3成皮具箱包不合格 Gucci等大牌上黑榜】Gucci(古驰)、Prada、adidas、OIWAS爱华仕、CONVERSE(匡威)……爱买包的“血拼族”注意了，名牌奢侈品也不合格！昨日，广州市工商局公布箱包皮具抽检情况，41批次不合格箱包皮具被曝光，其中不乏各类知名“大牌”。 http://t.cn/RAyIFym<>哪方面不合格啊;172,7;0,1;2
#315曝光台#【广州抽检3成皮具箱包不合格 Gucci等大牌上黑榜】Gucci(古驰)、Prada、adidas、OIWAS爱华仕、CONVERSE(匡威)……爱买包的“血拼族”注意了，名牌奢侈品也不合格！昨日，广州市工商局公布箱包皮具抽检情况，41批次不合格箱包皮具被曝光，其中不乏各类知名“大牌”。 http://t.cn/RAyIFym<>那仿造的那些及格吗？;172,10;0,0;2
#315曝光台#【广州抽检3成皮具箱包不合格 Gucci等大牌上黑榜】Gucci(古驰)、Prada、adidas、OIWAS爱华仕、CONVERSE(匡威)……爱买包的“血拼族”注意了，名牌奢侈品也不合格！昨日，广州市工商局公布箱包皮具抽检情况，41批次不合格箱包皮具被曝光，其中不乏各类知名“大牌”。 http://t.cn/RAyIFym<>爱华仕[嘻嘻];172,7;0,0;2
#315曝光台#【广州抽检3成皮具箱包不合格 Gucci等大牌上黑榜】Gucci(古驰)、Prada、adidas、OIWAS爱华仕、CONVERSE(匡威)……爱买包的“血拼族”注意了，名牌奢侈品也不合格！昨日，广州市工商局公布箱包皮具抽检情况，41批次不合格箱包皮具被曝光，其中不乏各类知名“大牌”。 http://t.cn/RAyIFym<>@biasmiya;172,9;0,1;2
#315曝光台# 【稻香村代工厂被曝糕点早产 原料蛋液中现死苍蝇等】记者卧底调查稻香村的代工厂——“中华老字号”北京正隆斋全素食品有限公司，发现多批次糕点存在虚假标注产品出厂日期的情况。部分车间内的员工还在生产过程中偷工减料，蛋液中发现死苍蝇捏出后仍继续加工。http://t.cn/RAq2QTm<>苍蝇的蛋白质高，捏出来可惜了[崩溃];149,18;1,0;2
